,Date,Price,Symbol,Volume RSI,Price RSI,20 SMA,50 SMA,(x) 20 SMA,(x) 50 SMA,50 EMA,200 EMA,(x) 50 EMA,(x) 200 EMA,50/200 MACD SMA,50/200 MACD EMA,BOLU,BOLD,(x) BOLU,(x) BOLD,Price Rate of Change,Stochastic Oscillator,Williams R,VIX,Index Dividend Yield,Index P/E,Index P/Book,1 Day Return,Gain/Loss Flag,Up/Down Indicator,7 Day Return,30 Day Return,90 Day Return
72,2016-04-15,52.0,ENB.TO,-0.738644125927391,-0.2984599218110514,-0.4434745625147786,-0.90137933868008,50.124999809265134,48.22439971923828,-0.8869714443183188,-1.3621689544079585,48.84902513228147,46.8420222412486,2.3660869824643074,1.8926400987843444,-1.1549783133160774,-0.16668723943107452,51.963854194916166,48.201478726429855,-0.7088507425234157,0.9682354477085166,-0.968235447708517,-1.217854134630371,-1.4890925710749854,1.4110681077429024,1.3563812002487035,0.01865386962890625,-1,1.0,0.00942310920128464,0.0030769201425406845,0.012692304757924378
73,2016-04-18,52.970001220703125,ENB.TO,-0.7474126108947663,-0.02361822670639487,-0.8466506575406757,-1.2955732441041907,50.28999996185303,48.330999755859374,-1.279721233214129,-1.6785655531413863,49.01063203770977,46.90299715646706,2.3006585303092817,1.9196900403129444,-1.445916349666226,0.2181441049560561,52.34380712701073,48.084192496605816,-0.43899247251324575,1.061237109033252,-1.0612371090332524,-1.2532976573711299,-1.5402406605840528,1.5091343471405179,1.5155971181154932,0.011138382839177563,1,1.0,-0.0013214969456495362,-0.013026287058807262,-0.022843172952335067
74,2016-04-19,53.560001373291016,ENB.TO,-0.9989721369969661,-0.20561930746689946,-1.0509094747831842,-1.4856445730503665,50.49050006866455,48.45899978637695,-1.456497556112215,-1.8110659784674283,49.1890386783208,46.96923600439566,2.2807592751870764,1.9527496873418058,-1.4744009887343208,0.4901976819650758,52.88720916482599,47.93145716614731,0.16631500346699532,1.061237109033252,-1.0612371090332524,-1.2362785545177057,-1.5799494520314243,1.5307479514009357,1.558506709475099,-0.0005601679093515388,1,-1.0,-0.019417492323776542,-0.02016433538766227,-0.03005975670408456
75,2016-04-20,53.529998779296875,ENB.TO,-0.8351699586328329,0.3961059553959287,-0.904591926252133,-1.349091444825691,50.68799991607666,48.601199798583984,-1.3029617806300442,-1.6996520479832946,49.35927240777084,47.03451722603647,2.29958542207693,1.9728312622144892,-1.116225827504103,0.5196447705034036,53.44105173114316,47.775614554053774,-0.02808344337980555,1.016611813671441,-1.0166118136714413,-1.1888263363167773,-1.5258582250340098,1.4667128707775237,1.5079632525974729,0.002988975360746604,-1,-1.0,-0.02634036763620151,-0.010648229176584256,-0.03680174576741857
76,2016-04-21,53.689998626708984,ENB.TO,-0.8791985951351804,1.3390845213430123,-0.8547490127101982,-1.2935482730060002,50.90849990844727,48.77959976196289,-1.2529684751831427,-1.6635167192088833,49.52910480851351,47.10074092156555,2.3924645460065133,1.9869247149279616,-0.9377503379620996,0.5793227289813201,53.89959170040346,47.73407452884459,-0.00675803254190132,1.0141692979942567,-1.014169297994257,-0.991028568784688,-1.3718059242909157,1.2622522400271983,1.2582903801099576,0.0027938448447693,1,-3.0,-0.03594711034720843,-0.010430202512897169,-0.03520207558187993
77,2016-04-22,53.84000015258789,ENB.TO,-0.9116667388524985,1.2807121389825464,-0.8007086128943867,-1.226937996227925,51.12199993133545,48.97639976501465,-1.2005363341539872,-1.6277802867711593,49.698159527888976,47.16779822734687,2.50015618337601,1.9958220593962046,-0.7884540678496548,0.602836099822105,54.294818162651524,47.77084816323553,0.8726062781521501,0.9907560169287608,-0.9907560169287614,-1.1328400551681936,-1.22948909609903,1.255050322797718,1.3197909318961623,-0.01467312246078012,1,-5.0,-0.04624817368889089,-0.0009286633900232877,-0.0393759087272747
78,2016-04-25,53.04999923706055,ENB.TO,-0.42329555872920865,1.366065230341476,-0.3082679425730451,-0.7287559111453502,51.2814998626709,49.177799758911135,-0.703485428982112,-1.2527104883254223,49.82960422236629,47.226327590627605,2.610058486748668,1.9732157371384067,-0.21843802614772362,0.2694348962346707,54.55713326085393,47.88019965540583,0.6323952870405474,0.4924019599297099,-0.4924019599297101,-0.8906537276989412,-1.1896800049227518,1.1533313132306013,1.1783745530157277,-0.010556033301552525,-1,-5.0,-0.03958526869598966,0.02714424999275522,-0.02375114683607704
79,2016-04-26,52.4900016784668,ENB.TO,-0.0633659248532888,0.8616768424058885,0.04712832556728484,-0.38535909768168974,51.45100002288818,49.34499977111816,-0.36783439984739585,-0.9940857672175958,49.93393353437023,47.27870245717327,2.6371514734315475,1.930058479650395,0.1230772162678082,-0.01867390289780291,54.66430682195171,48.15002614008442,-0.33010548149624874,0.151379435177579,-0.15137943517757868,-0.8914485157243526,-1.1498641246934513,1.1615812128557774,1.1388299581643837,0.00781100846449978,-1,-5.0,-0.041341244318016335,0.029148385032811364,0.0144789159312404
80,2016-04-27,52.900001525878906,ENB.TO,0.1404176789064073,1.0281748345884323,-0.10131054052650781,-0.4970307025196146,51.59150009155273,49.49759979248047,-0.507194376354173,-1.0929299120531917,50.050249926194105,47.33463578123999,2.6156028008204175,1.8973942182790065,-0.042765980362455706,0.0822442940377388,54.79746693520185,48.294532754536114,0.519315182713482,0.26134054090971587,-0.2613405409097163,-0.9089929025776333,-1.2094883196243083,1.230790454563948,1.1995816717299188,-0.0071833848233319175,1,-5.0,-0.04177699121783174,0.019470675795594694,0.04536857546228057
81,2016-04-28,52.52000045776367,ENB.TO,0.037164173404881595,0.6678969399942145,0.1480362603685181,-0.23299421323726127,51.68950004577637,49.63779983520508,-0.24640120333168514,-0.8991009061855044,50.147102888216445,47.38623144966311,2.578696476391454,1.8530881192169761,0.22647045258531573,-0.09883017460223399,54.90345610411814,48.41054345337698,0.5185395070590404,-0.042685789566774913,0.04268578956677473,-0.5298254406495786,-0.8747297180380549,0.9112389467995734,0.8625090478494098,-0.007616175216917376,-1,-5.0,-0.0493145493148035,0.018088361665255848,0.07463819753957712
